1	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	2	iobj	_	@yad1986m-words#@yad1986m#5860.408#5860.672
2	двадцать	двадцать	NUM	_	Case=Nom	3	nummod:gov	_	@yad1986m-words#@yad1986m#5860.672#5860.936
3	четыре	четыре	NUM	_	Case=Nom	5	nummod:gov	_	@yad1986m-words#@yad1986m#5860.936#5861.2
4	?	?	PUNCT	_	_	3	punct	_	@yad1986m-words#@yad1986m#5861.2#5861.467
5	аа	а	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	10	nsubj	_	@yad1986m-words#@yad1986m#5862.005#5862.814
6	супер	супер	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	5	nmod	_	@yad1986m-words#@yad1986m#5864.196#5864.673
7	/	/	PUNCT	_	_	6	punct	_	@yad1986m-words#@yad1986m#5864.682#5865.08
8	самая	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	9	amod	_	@yad1986m-words#@yad1986m#5865.087#5865.34
9	самая	самый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	10	obj	_	@yad1986m-words#@yad1986m#5865.34#5865.593
10	вышла	выйти	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	0	root	_	@yad1986m-words#@yad1986m#5865.593#5865.846
11	когда	когда	SCONJ	_	_	13	mark	_	@yad1986m-words#@yad1986m#5865.846#5866.099
12	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	10	iobj	_	@yad1986m-words#@yad1986m#5866.099#5866.352
13	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	10	advcl	_	@yad1986m-words#@yad1986m#5866.352#5866.605
14	девятнадцать	девятнадцать	NUM	_	Case=Nom	21	nummod:gov	_	@yad1986m-words#@yad1986m#5866.605#5866.858
15	?	?	PUNCT	_	_	14	punct	_	@yad1986m-words#@yad1986m#5866.858#5867.112
16	ну	ну	PART	_	_	17	parataxis	_	@yad1986m-words#@yad1986m#5869.26#5869.508
17	короче	короткий	ADV	_	Degree=Cmp	21	obl	_	@yad1986m-words#@yad1986m#5869.508#5869.756
18	пять	пять	NUM	_	Case=Acc	19	nummod:gov	_	@yad1986m-words#@yad1986m#5869.756#5870.004
19	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	17	obl	_	@yad1986m-words#@yad1986m#5870.004#5870.255
20	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	21	nsubj	_	@yad1986m-words#@yad1986m#5870.303#5870.809
21	ээ	ээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	10	nsubj	_	@yad1986m-words#@yad1986m#5870.818#5871.261
22	из	из	ADP	_	_	24	case	_	@yad1986m-words#@yad1986m#5871.261#5871.626
23	каждого	каждый	DET	_	Case=Gen|Gender=Masc|Number=Sing	24	det	_	@yad1986m-words#@yad1986m#5871.626#5871.991
24	утюга	утюг	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	27	obl	_	@yad1986m-words#@yad1986m#5871.991#5872.356
25	уже	уже	ADV	_	Degree=Pos	26	obl	_	@yad1986m-words#@yad1986m#5872.356#5872.723
26	ээ	ээ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	27	nsubj	_	@yad1986m-words#@yad1986m#5872.728#5873.778
27	брынчишь	брынчать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	21	parataxis	_	@yad1986m-words#@yad1986m#5873.779#5874.053
28	в	в	ADP	_	_	29	case	_	@yad1986m-words#@yad1986m#5874.053#5874.327
29	россии	россия	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	27	obl	_	@yad1986m-words#@yad1986m#5874.327#5874.603
30	/	/	PUNCT	_	_	32	punct	_	@yad1986m-words#@yad1986m#5874.603#5875.177
31	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	32	nsubj	_	@yad1986m-words#@yad1986m#5875.179#5875.63
32	задавал	задавать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	27	conj	_	@yad1986m-words#@yad1986m#5875.63#5875.859
33	себе	себя	PRON	_	Case=Dat	32	iobj	_	@yad1986m-words#@yad1986m#5875.859#5876.088
34	вопрос	вопрос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	32	obj	_	@yad1986m-words#@yad1986m#5876.088#5876.317
35	что	что	PRON	_	Case=Acc	34	obl	_	@yad1986m-words#@yad1986m#5876.317#5876.546
36	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	38	nsubj	_	@yad1986m-words#@yad1986m#5876.546#5876.775
37	будешь	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	38	aux	_	@yad1986m-words#@yad1986m#5876.775#5877.004
38	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	46	ccomp	_	@yad1986m-words#@yad1986m#5877.004#5877.233
39	через	через	ADP	_	_	41	case	_	@yad1986m-words#@yad1986m#5877.233#5877.462
40	десять	десять	NUM	_	Case=Acc	41	nummod:gov	_	@yad1986m-words#@yad1986m#5877.462#5877.691
41	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	38	obl	_	@yad1986m-words#@yad1986m#5877.691#5877.92
42	?	?	PUNCT	_	_	38	punct	_	@yad1986m-words#@yad1986m#5877.92#5878.153
43	что	что	PRON	_	Case=Acc	38	obj	_	@yad1986m-words#@yad1986m#5880.701#5880.838
44	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	46	nsubj	_	@yad1986m-words#@yad1986m#5880.838#5880.975
45	будешь	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	46	aux	_	@yad1986m-words#@yad1986m#5880.975#5881.112
46	делать	делать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	32	xcomp	_	@yad1986m-words#@yad1986m#5881.112#5881.249
47	через	через	ADP	_	_	49	case	_	@yad1986m-words#@yad1986m#5881.249#5881.386
48	десять	десять	NUM	_	Case=Acc	49	nummod:gov	_	@yad1986m-words#@yad1986m#5881.386#5881.523
49	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	46	obl	_	@yad1986m-words#@yad1986m#5881.523#5881.66
50	?	?	PUNCT	_	_	51	punct	_	@yad1986m-words#@yad1986m#5881.66#5881.799
51	продюсерских	продюсерский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	49	nmod	_	@yad1986m-words#@yad1986m#5895.941#5896.244
52	?	?	PUNCT	_	_	56	punct	_	@yad1986m-words#@yad1986m#5896.244#5896.548
53	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	56	mark	_	@yad1986m-words#@yad1986m#5899.909#5900.171
54	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	53	fixed	_	@yad1986m-words#@yad1986m#5900.171#5900.433
55	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	56	nsubj	_	@yad1986m-words#@yad1986m#5900.433#5900.695
56	работаешь	работать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	51	parataxis	_	@yad1986m-words#@yad1986m#5900.695#5900.957
57	над	над	ADP	_	_	58	case	_	@yad1986m-words#@yad1986m#5900.957#5901.219
58	тем	то	PRON	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	56	obl	_	@yad1986m-words#@yad1986m#5901.219#5901.481
59	чтобы	чтобы	SCONJ	_	Mood=Cnd	70	mark	_	@yad1986m-words#@yad1986m#5901.481#5901.743
60	дискотекаа	дискотека	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	70	nsubj	_	@yad1986m-words#@yad1986m#5901.743#5902.01
61	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	60	nmod	_	@yad1986m-words#@yad1986m#5902.01#5902.791
62	дветысячи	дветысяча	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	61	nmod	_	@yad1986m-words#@yad1986m#5902.792#5903.058
63	десятых	десятых	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	62	obl	_	@yad1986m-words#@yad1986m#5903.058#5903.324
64	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	70	nsubj	_	@yad1986m-words#@yad1986m#5903.324#5903.59
65	не	не	PART	_	_	70	advmod	_	@yad1986m-words#@yad1986m#5903.59#5903.856
66	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	70	cop	_	@yad1986m-words#@yad1986m#5903.856#5904.122
67	не	не	PART	_	_	70	advmod	_	@yad1986m-words#@yad1986m#5904.122#5904.388
68	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	70	cop	_	@yad1986m-words#@yad1986m#5904.388#5904.654
69	твоим	твой	DET	_	Case=Ins|Gender=Masc|Number=Sing	70	det	_	@yad1986m-words#@yad1986m#5904.654#5904.92
70	заработком	заработок	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	80	advcl	_	@yad1986m-words#@yad1986m#5904.92#5905.186
71	через	через	ADP	_	_	73	case	_	@yad1986m-words#@yad1986m#5905.186#5905.452
72	десять	десять	NUM	_	Case=Acc	73	nummod:gov	_	@yad1986m-words#@yad1986m#5905.452#5905.718
73	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	80	obl	_	@yad1986m-words#@yad1986m#5905.718#5905.984
74	?	?	PUNCT	_	_	73	punct	_	@yad1986m-words#@yad1986m#5905.984#5906.253
75	сколько	сколько	NUM	_	_	82	advmod	_	@yad1986m-words#@yad1986m#5907.125#5907.39
76	с	с	ADP	_	_	78	case	_	@yad1986m-words#@yad1986m#5907.39#5907.655
77	этих	этот	DET	_	Case=Gen|Number=Plur	78	det	_	@yad1986m-words#@yad1986m#5907.655#5907.92
78	бизнесов	бизнес	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	75	obl	_	@yad1986m-words#@yad1986m#5907.92#5908.185
79	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	80	nsubj	_	@yad1986m-words#@yad1986m#5908.185#5908.45
80	должен	должен	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	56	obl	_	@yad1986m-words#@yad1986m#5908.45#5908.715
81	будешь	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	82	aux	_	@yad1986m-words#@yad1986m#5908.715#5908.98
82	отдавать	отдавать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	56	advcl	_	@yad1986m-words#@yad1986m#5908.98#5909.245
83	[нрзб]	[нрзб]	PUNCT	_	_	85	punct	_	@yad1986m-words#@yad1986m#5909.245#5909.51
84	?	?	PUNCT	_	_	85	punct	_	@yad1986m-words#@yad1986m#5909.51#5909.783
85	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	82	parataxis	_	@yad1986m-words#@yad1986m#5982.173#5982.488
86	/	/	PUNCT	_	_	87	punct	_	@yad1986m-words#@yad1986m#5982.488#5982.654
87	генеральное	генеральный	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	85	parataxis	_	@yad1986m-words#@yad1986m#5982.655#5983.176
88	/	/	PUNCT	_	_	87	punct	_	@yad1986m-words#@yad1986m#5983.176#5983.496
89	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	85	conj	_	@yad1986m-words#@yad1986m#5983.496#5983.678
90	это	этот	DET	_	Case=Acc|Gender=Neut|Number=Sing	91	det	_	@yad1986m-words#@yad1986m#5983.678#5983.86
91	мм	миллиметр	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	93	obj	_	@yad1986m-words#@yad1986m#5983.86#5984.459
92	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	93	nsubj	_	@yad1986m-words#@yad1986m#5984.473#5984.635
93	махнул	махнуть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	89	xcomp	_	@yad1986m-words#@yad1986m#5984.635#5984.797
94	несколько	несколько	NUM	_	Animacy=Inan|Case=Acc	95	nummod:gov	_	@yad1986m-words#@yad1986m#5984.797#5984.959
95	пиванов	пиван	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	93	obl	_	@yad1986m-words#@yad1986m#5984.959#5985.121
96	и	и	CCONJ	_	_	98	cc	_	@yad1986m-words#@yad1986m#5985.121#5985.283
97	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	98	iobj	_	@yad1986m-words#@yad1986m#5985.283#5985.445
98	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	102	parataxis	_	@yad1986m-words#@yad1986m#5985.445#5985.607
99	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	102	nsubj:pass	_	@yad1986m-words#@yad1986m#5985.607#5985.769
100	ошибочным	ошибочный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	101	amod	_	@yad1986m-words#@yad1986m#5985.769#5985.931
101	мнением	мнение	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	102	obl	_	@yad1986m-words#@yad1986m#5985.931#5986.093
102	пацаны	пацан	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	93	conj	_	@yad1986m-words#@yad1986m#5986.093#5986.255
103	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	104	obj	_	@yad1986m-words#@yad1986m#5986.255#5986.417
104	подтвердят	подтвердить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	102	csubj:pass	_	@yad1986m-words#@yad1986m#5986.417#5986.579
105	и	и	CCONJ	_	_	109	cc	_	@yad1986m-words#@yad1986m#5986.579#5986.741
106	все	весь	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	109	nsubj	_	@yad1986m-words#@yad1986m#5986.741#5986.903
107	или	или	CCONJ	_	_	108	cc	_	@yad1986m-words#@yad1986m#5986.903#5987.065
108	опровергнутя	опровергнуть	VERB	_	Aspect=Imp|Tense=Pres|VerbForm=Conv|Voice=Act	106	conj	_	@yad1986m-words#@yad1986m#5987.065#5987.227
109	махнул	махнуть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	104	conj	_	@yad1986m-words#@yad1986m#5987.227#5987.389
110	несколько	несколько	NUM	_	Animacy=Inan|Case=Acc	111	nummod:gov	_	@yad1986m-words#@yad1986m#5987.389#5987.551
111	пиванов	пиван	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	109	obl	_	@yad1986m-words#@yad1986m#5987.551#5987.713
112	и	и	CCONJ	_	_	120	cc	_	@yad1986m-words#@yad1986m#5987.713#5987.875
113	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	114	iobj	_	@yad1986m-words#@yad1986m#5987.875#5988.037
114	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	120	parataxis	_	@yad1986m-words#@yad1986m#5988.037#5988.199
115	это	этот	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	120	nsubj	_	@yad1986m-words#@yad1986m#5988.199#5988.361
116	ошибочным	ошибочный	ADJ	_	Case=Ins|Degree=Pos|Gender=Neut|Number=Sing	117	amod	_	@yad1986m-words#@yad1986m#5988.361#5988.523
117	мнением	мнение	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	118	obl	_	@yad1986m-words#@yad1986m#5988.523#5988.685
118	пацаны	пацан	VERB	_	Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass	120	xcomp	_	@yad1986m-words#@yad1986m#5988.685#5988.847
119	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	120	obj	_	@yad1986m-words#@yad1986m#5988.847#5989.009
120	подтвердят	подтвердить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	104	conj	_	@yad1986m-words#@yad1986m#5989.009#5989.171
121	и	и	CCONJ	_	_	124	cc	_	@yad1986m-words#@yad1986m#5989.171#5989.333
122	все	все	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	124	nsubj	_	@yad1986m-words#@yad1986m#5989.333#5989.495
123	или	или	CCONJ	_	_	124	cc	_	@yad1986m-words#@yad1986m#5989.495#5989.657
124	опровергнут	опровергнуть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	120	conj	_	@yad1986m-words#@yad1986m#5989.657#5989.831
125	/	/	PUNCT	_	_	126	punct	_	@yad1986m-words#@yad1986m#5989.841#5990.252
126	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	120	advcl	_	@yad1986m-words#@yad1986m#5990.262#5990.535
127	на	на	ADP	_	_	129	case	_	@yad1986m-words#@yad1986m#5990.535#5990.808
128	этом	этот	DET	_	Case=Loc|Gender=Neut|Number=Sing	129	det	_	@yad1986m-words#@yad1986m#5990.808#5991.081
129	интервью	интервью	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	126	obl	_	@yad1986m-words#@yad1986m#5991.081#5991.354
130	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	131	nsubj	_	@yad1986m-words#@yad1986m#5991.354#5991.627
131	выглядишь	выглядеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	126	conj	_	@yad1986m-words#@yad1986m#5991.627#5991.904
132	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	131	obl	_	@yad1986m-words#@yad1986m#5991.92#5992.856
133	почти	почти	ADV	_	Degree=Pos	134	advmod	_	@yad1986m-words#@yad1986m#5992.856#5993.251
134	всегда	всегда	ADV	_	Degree=Pos	131	advmod	_	@yad1986m-words#@yad1986m#5993.251#5993.646
135	довольно	довольно	ADV	_	Degree=Pos	136	obl	_	@yad1986m-words#@yad1986m#5993.646#5994.041
136	простым	простой	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	137	amod	_	@yad1986m-words#@yad1986m#5994.041#5994.436
137	пацаном	пацан	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	131	obl	_	@yad1986m-words#@yad1986m#5994.436#5994.835
138	/	/	PUNCT	_	_	142	punct	_	@yad1986m-words#@yad1986m#5994.85#5995.113
139	который	который	PRON	_	Case=Nom	142	nsubj:pass	_	@yad1986m-words#@yad1986m#5995.123#5995.428
140	на	на	ADP	_	_	141	case	_	@yad1986m-words#@yad1986m#5995.428#5995.733
141	пафос	пафос	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	142	obl	_	@yad1986m-words#@yad1986m#5995.733#5996.038
142	забивается	забивать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass	137	acl:relcl	_	@yad1986m-words#@yad1986m#5996.038#5996.344
143	/	/	PUNCT	_	_	147	punct	_	@yad1986m-words#@yad1986m#5996.349#5996.985
144	но	но	CCONJ	_	_	147	cc	_	@yad1986m-words#@yad1986m#5996.985#5997.203
145	не	не	PART	_	_	146	advmod	_	@yad1986m-words#@yad1986m#5997.203#5997.421
146	очень	очень	ADV	_	Degree=Pos	147	advmod	_	@yad1986m-words#@yad1986m#5997.421#5997.639
147	часто	часто	ADV	_	Degree=Pos	161	advmod	_	@yad1986m-words#@yad1986m#5997.639#5997.857
148	/	/	PUNCT	_	_	147	punct	_	@yad1986m-words#@yad1986m#5997.857#5998.304
149	за	за	ADP	_	_	150	case	_	@yad1986m-words#@yad1986m#5998.309#5998.606
150	пределами	предел	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur	161	obl	_	@yad1986m-words#@yad1986m#5998.606#5998.903
151	этого	этот	DET	_	Case=Gen|Gender=Neut|Number=Sing	152	det	_	@yad1986m-words#@yad1986m#5998.903#5999.2
152	интервью	интервью	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	150	nmod	_	@yad1986m-words#@yad1986m#5999.2#5999.497
153	у	у	ADP	_	_	154	case	_	@yad1986m-words#@yad1986m#5999.497#5999.794
154	тебя	ты	PRON	_	Case=Gen|Number=Sing|Person=2	161	obl	_	@yad1986m-words#@yad1986m#5999.794#6000.091
155	совершенно	совершенно	ADV	_	Degree=Pos	156	obl	_	@yad1986m-words#@yad1986m#6000.091#6000.388
156	другой	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	157	amod	_	@yad1986m-words#@yad1986m#6000.388#6000.685
157	образ	образ	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	161	parataxis	_	@yad1986m-words#@yad1986m#6000.685#6000.987
158	/	/	PUNCT	_	_	157	punct	_	@yad1986m-words#@yad1986m#6000.993#6001.974
159	у	у	ADP	_	_	160	case	_	@yad1986m-words#@yad1986m#6001.98#6002.229
160	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	161	obl	_	@yad1986m-words#@yad1986m#6002.229#6002.478
161	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	142	conj	_	@yad1986m-words#@yad1986m#6002.478#6002.727
162	знакомые	знакомый	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	163	amod	_	@yad1986m-words#@yad1986m#6002.727#6002.976
163	которые	который	PRON	_	Case=Acc	164	obj	_	@yad1986m-words#@yad1986m#6002.976#6003.225
164	снимали	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	161	conj	_	@yad1986m-words#@yad1986m#6003.225#6003.474
165	холостяк	холостяк	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	171	obj	_	@yad1986m-words#@yad1986m#6003.474#6003.724
166	/	/	PUNCT	_	_	167	punct	_	@yad1986m-words#@yad1986m#6003.729#6004.145
167	ии	ия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	171	nsubj	_	@yad1986m-words#@yad1986m#6004.146#6004.608
168	некоторые	некоторый	DET	_	Case=Nom|Number=Plur	167	det	_	@yad1986m-words#@yad1986m#6004.617#6004.931
169	из	из	ADP	_	_	170	case	_	@yad1986m-words#@yad1986m#6004.931#6005.245
170	них	они	PRON	_	Case=Gen|Number=Plur|Person=3	167	nmod	_	@yad1986m-words#@yad1986m#6005.245#6005.559
171	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	164	parataxis	_	@yad1986m-words#@yad1986m#6005.559#6005.873
172	что	что	SCONJ	_	_	174	mark	_	@yad1986m-words#@yad1986m#6005.873#6006.187
173	крид	крид	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	174	nsubj	_	@yad1986m-words#@yad1986m#6006.187#6006.501
174	вел	вести	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	182	advcl	_	@yad1986m-words#@yad1986m#6006.501#6006.815
175	себя	себя	PRON	_	Case=Acc	174	obj	_	@yad1986m-words#@yad1986m#6006.815#6007.129
176	как	как	SCONJ	_	_	177	mark	_	@yad1986m-words#@yad1986m#6007.129#6007.443
