1	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	2	iobj	_	@yad1986m-words#@yad1986m#5860.408#5860.672
177	животное	животное	NOUN	_	Animacy=Anim|Case=Acc|Gender=Neut|Number=Sing	174	obl	_	@yad1986m-words#@yad1986m#6007.443#6007.766
178	/	/	PUNCT	_	_	182	punct	_	@yad1986m-words#@yad1986m#6007.773#6008.162
179	кстати	кстати	ADV	_	Degree=Pos	182	parataxis	_	@yad1986m-words#@yad1986m#6008.162#6008.284
180	что	что	SCONJ	_	_	182	mark	_	@yad1986m-words#@yad1986m#6008.284#6008.406
181	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	182	nsubj	_	@yad1986m-words#@yad1986m#6008.406#6008.528
182	имели	иметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	171	ccomp	_	@yad1986m-words#@yad1986m#6008.528#6008.65
183	в	в	ADP	_	_	182	advmod	_	@yad1986m-words#@yad1986m#6008.65#6008.772
184	виду	вид	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	183	fixed	_	@yad1986m-words#@yad1986m#6008.772#6008.894
185	?	?	PUNCT	_	_	182	punct	_	@yad1986m-words#@yad1986m#6008.894#6009.022
186	/	/	PUNCT	_	_	188	punct	_	@yad1986m-words#@yad1986m#6009.035#6011.113
187	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	188	nsubj	_	@yad1986m-words#@yad1986m#6011.115#6011.413
188	имели	иметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	194	parataxis	_	@yad1986m-words#@yad1986m#6011.413#6011.711
189	в	в	ADP	_	_	188	advmod	_	@yad1986m-words#@yad1986m#6011.711#6012.009
190	виду	вид	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	189	fixed	_	@yad1986m-words#@yad1986m#6012.009#6012.307
191	надменность	надменность	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	194	nsubj	_	@yad1986m-words#@yad1986m#6012.307#6012.605
192	грубость	грубость	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	191	appos	_	@yad1986m-words#@yad1986m#6012.605#6012.904
193	нн	нна	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	192	nmod	_	@yad1986m-words#@yad1986m#6016.528#6017.27
194	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	182	conj	_	@yad1986m-words#@yad1986m#6017.276#6017.458
195	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	196	nsubj	_	@yad1986m-words#@yad1986m#6017.458#6017.64
196	имели	иметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	194	conj	_	@yad1986m-words#@yad1986m#6017.64#6017.822
197	в	в	ADP	_	_	196	advmod	_	@yad1986m-words#@yad1986m#6017.822#6018.004
198	виду	вид	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	197	fixed	_	@yad1986m-words#@yad1986m#6018.004#6018.186
199	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	201	nsubj	_	@yad1986m-words#@yad1986m#6022.588#6022.786
200	же	же	PART	_	_	199	advmod	_	@yad1986m-words#@yad1986m#6022.786#6022.984
201	вел	вести	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	196	xcomp	_	@yad1986m-words#@yad1986m#6022.984#6023.182
202	себя	себя	PRON	_	Case=Acc	201	obj	_	@yad1986m-words#@yad1986m#6023.182#6023.38
203	там	там	ADV	_	Degree=Pos	206	advmod	_	@yad1986m-words#@yad1986m#6023.38#6023.578
204	грубо	грубо	ADV	_	Degree=Pos	206	advmod	_	@yad1986m-words#@yad1986m#6023.578#6023.776
205	иногда	иногда	ADV	_	Degree=Pos	206	advmod	_	@yad1986m-words#@yad1986m#6023.776#6023.98
206	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	201	advmod	_	@yad1986m-words#@yad1986m#6116.584#6116.872
207	приведем	привести	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	206	xcomp	_	@yad1986m-words#@yad1986m#6116.872#6117.16
208	один	один	NUM	_	Animacy=Inan|Case=Acc|Gender=Masc	209	nummod:gov	_	@yad1986m-words#@yad1986m#6117.16#6117.448
209	пример	пример	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	221	obj	_	@yad1986m-words#@yad1986m#6117.448#6117.738
210	/	/	PUNCT	_	_	221	punct	_	@yad1986m-words#@yad1986m#6117.739#6118.121
211	вот	вот	PART	_	_	221	advmod	_	@yad1986m-words#@yad1986m#6118.121#6118.316
212	историю	история	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	223	obj	_	@yad1986m-words#@yad1986m#6118.316#6118.511
213	когда	когда	SCONJ	_	_	215	mark	_	@yad1986m-words#@yad1986m#6118.511#6118.706
214	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	215	nsubj	_	@yad1986m-words#@yad1986m#6118.706#6118.901
215	вел	вести	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	221	advcl	_	@yad1986m-words#@yad1986m#6118.901#6119.096
216	себя	себя	PRON	_	Case=Acc	215	obj	_	@yad1986m-words#@yad1986m#6119.096#6119.291
217	прям	пре	NOUN	_	Animacy=Anim|Case=Dat|Gender=Masc|Number=Plur	215	iobj	_	@yad1986m-words#@yad1986m#6119.291#6119.486
218	мерзко	мерзко	ADV	_	Degree=Pos	215	advmod	_	@yad1986m-words#@yad1986m#6119.486#6119.683
219	/	/	PUNCT	_	_	215	punct	_	@yad1986m-words#@yad1986m#6119.683#6119.914
220	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	221	nsubj	_	@yad1986m-words#@yad1986m#6119.918#6120.11
221	можешь	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	207	xcomp	_	@yad1986m-words#@yad1986m#6120.11#6120.302
222	ее	она	PRON	_	Case=Acc|Gender=Fem|Number=Sing|Person=3	223	obj	_	@yad1986m-words#@yad1986m#6120.302#6120.494
223	вспомнить	вспомянуть	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	221	xcomp	_	@yad1986m-words#@yad1986m#6120.494#6120.686
224	и	и	CCONJ	_	_	225	cc	_	@yad1986m-words#@yad1986m#6120.686#6120.878
225	рассказать	рассказать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	223	conj	_	@yad1986m-words#@yad1986m#6120.878#6121.07
226	о	о	ADP	_	_	227	case	_	@yad1986m-words#@yad1986m#6121.07#6121.262
227	ней	она	PRON	_	Case=Loc|Gender=Fem|Number=Sing|Person=3	225	obl	_	@yad1986m-words#@yad1986m#6121.262#6121.461
228	да	да	PART	_	_	229	advmod	_	@yad1986m-words#@yad1986m#6121.989#6122.305
229	так	так	ADV	_	Degree=Pos	225	advmod	_	@yad1986m-words#@yad1986m#6154.697#6154.949
230	вот	вот	PART	_	_	229	advmod	_	@yad1986m-words#@yad1986m#6154.949#6155.202
231	/	/	PUNCT	_	_	234	punct	_	@yad1986m-words#@yad1986m#6155.202#6155.73
232	в	в	ADP	_	_	234	case	_	@yad1986m-words#@yad1986m#6155.73#6156.067
233	этом	этот	DET	_	Case=Loc|Gender=Neut|Number=Sing	234	det	_	@yad1986m-words#@yad1986m#6156.067#6156.404
234	интервью	интервью	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	225	obl	_	@yad1986m-words#@yad1986m#6156.404#6156.741
235	/	/	PUNCT	_	_	239	punct	_	@yad1986m-words#@yad1986m#6156.741#6157.078
236	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	239	nsubj	_	@yad1986m-words#@yad1986m#6157.078#6157.415
237	предельно	предельно	ADV	_	Degree=Pos	238	obl	_	@yad1986m-words#@yad1986m#6157.415#6157.752
238	адекватный	адекватный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	239	amod	_	@yad1986m-words#@yad1986m#6157.752#6158.089
239	человек	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	225	obl	_	@yad1986m-words#@yad1986m#6158.089#6158.432
240	/	/	PUNCT	_	_	243	punct	_	@yad1986m-words#@yad1986m#6158.432#6158.684
241	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	243	nsubj	_	@yad1986m-words#@yad1986m#6158.684#6159.139
242	даже	даже	PART	_	_	243	advmod	_	@yad1986m-words#@yad1986m#6159.139#6159.594
243	вообщем	вообть	VERB	_	Aspect=Imp|Case=Loc|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act	239	acl	_	@yad1986m-words#@yad1986m#6159.594#6160.049
244	развентил	развентить	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	243	xcomp	_	@yad1986m-words#@yad1986m#6160.049#6160.504
245	поперечного	поперечный	ADJ	_	Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	244	obj	_	@yad1986m-words#@yad1986m#6160.504#6160.96
246	/	/	PUNCT	_	_	249	punct	_	@yad1986m-words#@yad1986m#6160.96#6161.165
247	и	и	CCONJ	_	_	249	cc	_	@yad1986m-words#@yad1986m#6161.165#6161.538
248	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	249	nsubj	_	@yad1986m-words#@yad1986m#6161.538#6161.911
249	договорились	договориться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	244	conj	_	@yad1986m-words#@yad1986m#6161.911#6162.284
250	выжрать	выжрать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	522	xcomp	_	@yad1986m-words#@yad1986m#6162.284#6162.657
251	пиво	пиво	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	250	obj	_	@yad1986m-words#@yad1986m#6162.657#6163.03
252	без	без	ADP	_	_	254	case	_	@yad1986m-words#@yad1986m#6163.03#6163.403
253	всяких	всякий	DET	_	Case=Gen|Number=Plur	254	det	_	@yad1986m-words#@yad1986m#6163.403#6163.776
254	претензий	претензия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	522	obl	_	@yad1986m-words#@yad1986m#6163.776#6164.154
255	да	да	PART	_	_	522	advmod	_	@enb1994m-words#@enb1994m#5861.533#5861.92
256	через	через	ADP	_	_	257	case	_	@enb1994m-words#@enb1994m#5862.628#5863.002
257	месяц	месяц	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	259	obl	_	@enb1994m-words#@enb1994m#5863.002#5863.376
258	двадцать	двадцать	NUM	_	Case=Acc	257	nummod:gov	_	@enb1994m-words#@enb1994m#5863.376#5863.75
259	пять	пять	NUM	_	Case=Acc	260	nummod:gov	_	@enb1994m-words#@enb1994m#5863.75#5864.125
260	мм	мм	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	522	nsubj	_	@enb1994m-words#@enb1994m#5867.695#5868.318
261	примерно	примерно	ADV	_	Degree=Pos	262	advmod	_	@enb1994m-words#@enb1994m#5868.371#5868.785
262	да	да	PART	_	_	522	advmod	_	@enb1994m-words#@enb1994m#5868.785#5869.2
263	да	да	PART	_	_	522	parataxis	_	@enb1994m-words#@enb1994m#5871.889#5872.005
264	да	да	PART	_	_	522	cc	_	@enb1994m-words#@enb1994m#5879.579#5879.866
265	/	/	PUNCT	_	_	267	punct	_	@enb1994m-words#@enb1994m#5879.868#5880.002
266	постоянно	постоянно	ADV	_	Degree=Pos	267	advmod	_	@enb1994m-words#@enb1994m#5880.002#5880.277
267	задаю	задавать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	522	advcl	_	@enb1994m-words#@enb1994m#5880.277#5880.552
268	слушай	слушае	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	267	xcomp	_	@enb1994m-words#@enb1994m#5882.652#5883.1
269	нуу	ну	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	268	obj	_	@enb1994m-words#@enb1994m#5883.1#5883.525
270	/	/	PUNCT	_	_	272	punct	_	@enb1994m-words#@enb1994m#5883.525#5883.743
271	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	272	nsubj	_	@enb1994m-words#@enb1994m#5883.744#5883.94
272	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	267	parataxis	_	@enb1994m-words#@enb1994m#5883.94#5884.136
273	то	то	SCONJ	_	_	522	mark	_	@enb1994m-words#@enb1994m#5884.136#5884.332
274	что	что	SCONJ	_	_	279	mark	_	@enb1994m-words#@enb1994m#5884.332#5884.531
275	три	три	NUM	_	Case=Nom	276	nummod:gov	_	@enb1994m-words#@enb1994m#5884.588#5884.843
276	четыре	четыре	NUM	_	Case=Nom	277	nummod:gov	_	@enb1994m-words#@enb1994m#5884.843#5885.099
277	/	/	PUNCT	_	_	279	nsubj	_	@enb1994m-words#@enb1994m#5885.1#5885.521
278	пять	пять	NUM	_	Case=Acc	277	nummod:gov	_	@enb1994m-words#@enb1994m#5885.521#5885.881
279	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	522	parataxis	_	@enb1994m-words#@enb1994m#5885.882#5886.133
280	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	291	cop	_	@enb1994m-words#@enb1994m#5886.133#5886.384
281	разных	разный	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	282	amod	_	@enb1994m-words#@enb1994m#5886.384#5886.635
282	бизнесов	бизнес	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	291	nmod	_	@enb1994m-words#@enb1994m#5886.635#5886.886
283	у	у	ADP	_	_	284	case	_	@enb1994m-words#@enb1994m#5886.886#5887.137
284	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	291	nmod	_	@enb1994m-words#@enb1994m#5887.137#5887.388
285	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	291	cop	_	@enb1994m-words#@enb1994m#5887.388#5887.64
286	сто	сто	NUM	_	Case=Nom	287	nummod:gov	_	@enb1994m-words#@enb1994m#5888.409#5888.692
287	процентов	процент	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	291	nsubj	_	@enb1994m-words#@enb1994m#5888.692#5888.975
288	будет	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	291	cop	_	@enb1994m-words#@enb1994m#5889.301#5889.616
289	какой-то	какой-то	DET	_	Case=Nom|Gender=Masc|Number=Sing	291	det	_	@enb1994m-words#@enb1994m#5889.616#5889.931
290	стабильный	стабильный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	291	amod	_	@enb1994m-words#@enb1994m#5889.931#5890.246
291	доход	доход	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	522	nsubj	_	@enb1994m-words#@enb1994m#5890.246#5890.561
292	независящий	независящий	VERB	_	Aspect=Imp|Case=Nom|Gender=Masc|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act	295	acl	_	@enb1994m-words#@enb1994m#5890.561#5890.876
293	от	от	ADP	_	_	294	case	_	@enb1994m-words#@enb1994m#5890.876#5891.191
294	музыки	музыка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	292	obl	_	@enb1994m-words#@enb1994m#5891.191#5891.508
295	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	522	nsubj	_	@enb1994m-words#@enb1994m#5892.299#5892.586
296	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	522	parataxis	_	@enb1994m-words#@enb1994m#5892.586#5892.873
297	пара	пара	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	305	nsubj	_	@enb1994m-words#@enb1994m#5892.873#5893.16
298	троек	тройка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	297	nmod	_	@enb1994m-words#@enb1994m#5893.16#5893.449
299	ээ	ээ	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	298	nmod	_	@enb1994m-words#@enb1994m#5893.449#5893.901
300	продюсерских	продюсерский	ADJ	_	Case=Gen|Degree=Pos|Number=Plur	301	amod	_	@enb1994m-words#@enb1994m#5893.975#5894.43
301	проектов	проект	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	299	nmod	_	@enb1994m-words#@enb1994m#5894.43#5894.886
302	ну	ну	PART	_	_	305	parataxis	_	@enb1994m-words#@enb1994m#5897.649#5897.837
303	кого-то	кто-то	PRON	_	Case=Acc	305	obj	_	@enb1994m-words#@enb1994m#5898.96#5899.269
304	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	305	nsubj	_	@enb1994m-words#@enb1994m#5899.269#5899.578
305	спродюсирую	спродюсировать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	522	advcl	_	@enb1994m-words#@enb1994m#5899.578#5899.889
306	да	да	CCONJ	_	_	307	cc	_	@enb1994m-words#@enb1994m#5906.169#5906.407
307	смотри	смотреть	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	305	conj	_	@enb1994m-words#@enb1994m#5912.387#5912.725
308	/	/	PUNCT	_	_	309	punct	_	@enb1994m-words#@enb1994m#5912.726#5912.934
309	давай	давать	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	305	conj	_	@enb1994m-words#@enb1994m#5912.935#5913.222
310	еще	еще	ADV	_	Degree=Pos	311	obl	_	@enb1994m-words#@enb1994m#5913.222#5913.509
311	раз	раз	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	309	obl	_	@enb1994m-words#@enb1994m#5913.509#5913.796
312	раз	раз	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	309	obl	_	@enb1994m-words#@enb1994m#5913.796#5914.083
313	и	и	CCONJ	_	_	314	cc	_	@enb1994m-words#@enb1994m#5914.083#5914.37
314	навсегда	навсегда	ADV	_	Degree=Pos	305	conj	_	@enb1994m-words#@enb1994m#5914.37#5914.66
315	/	/	PUNCT	_	_	316	punct	_	@enb1994m-words#@enb1994m#5914.66#5914.943
316	ээ	ээ	X	_	Foreign=Yes	314	flat:foreign	_	@enb1994m-words#@enb1994m#5914.943#5915.358
317	борис	бориса	X	_	Foreign=Yes	314	flat:foreign	_	@enb1994m-words#@enb1994m#5915.365#5915.677
318	романович	романович	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	314	parataxis	_	@enb1994m-words#@enb1994m#5915.677#5915.989
319	ротенберг	ротенберг	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	318	nmod	_	@enb1994m-words#@enb1994m#5915.989#5916.301
320	/	/	PUNCT	_	_	321	punct	_	@enb1994m-words#@enb1994m#5916.309#5916.825
321	ии	ия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	319	nmod	_	@enb1994m-words#@enb1994m#5916.834#5917.343
322	карина	карин	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	321	nmod	_	@enb1994m-words#@enb1994m#5917.343#5917.72
323	/	/	PUNCT	_	_	328	punct	_	@enb1994m-words#@enb1994m#5917.72#5918.478
324	к	к	ADP	_	_	326	case	_	@enb1994m-words#@enb1994m#5918.478#5918.916
325	моему	мой	DET	_	Case=Dat|Gender=Neut|Number=Sing	326	det	_	@enb1994m-words#@enb1994m#5918.916#5919.354
326	удивлению	удивление	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	328	nmod	_	@enb1994m-words#@enb1994m#5919.354#5919.792
327	замечательные	замечательный	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	328	amod	_	@enb1994m-words#@enb1994m#5919.792#5920.23
328	люди	человек	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	318	nsubj	_	@enb1994m-words#@enb1994m#5920.23#5920.668
329	потому	потому	ADV	_	Degree=Pos	335	mark	_	@enb1994m-words#@enb1994m#5920.668#5921.106
330	что	что	SCONJ	_	_	329	fixed	_	@enb1994m-words#@enb1994m#5921.106#5921.544
331	при	при	ADP	_	_	332	case	_	@enb1994m-words#@enb1994m#5921.544#5921.982
332	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	335	obl	_	@enb1994m-words#@enb1994m#5921.982#5922.42
333	что	что	SCONJ	_	_	335	mark	_	@enb1994m-words#@enb1994m#5922.42#5922.858
334	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	335	nsubj	_	@enb1994m-words#@enb1994m#5922.858#5923.296
335	имеют	иметь	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	338	advcl	_	@enb1994m-words#@enb1994m#5923.296#5923.734
336	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	335	iobj	_	@enb1994m-words#@enb1994m#5923.734#5924.172
337	/	/	PUNCT	_	_	335	punct	_	@enb1994m-words#@enb1994m#5924.173#5924.721
338	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	328	acl	_	@enb1994m-words#@enb1994m#5924.721#5925.093
339	/	/	PUNCT	_	_	342	punct	_	@enb1994m-words#@enb1994m#5925.093#5926.348
340	очень	очень	ADV	_	Degree=Pos	341	advmod	_	@enb1994m-words#@enb1994m#5926.348#5926.891
341	удивительно	удивительно	ADV	_	Degree=Pos	342	advmod	_	@enb1994m-words#@enb1994m#5926.891#5927.434
342	смотреть	смотреть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	338	conj	_	@enb1994m-words#@enb1994m#5927.434#5927.977
343	на	на	ADP	_	_	348	mark	_	@enb1994m-words#@enb1994m#5927.977#5928.52
344	/	/	PUNCT	_	_	348	punct	_	@enb1994m-words#@enb1994m#5928.53#5929.863
345	то	то	SCONJ	_	_	348	mark	_	@enb1994m-words#@enb1994m#5929.869#5930.223
346	как	как	SCONJ	_	_	348	mark	_	@enb1994m-words#@enb1994m#5930.223#5930.577
347	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	348	nsubj	_	@enb1994m-words#@enb1994m#5930.577#5930.931
348	праздновали	праздновать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	342	advcl	_	@enb1994m-words#@enb1994m#5930.931#5931.285
349	новый	новый	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	350	amod	_	@enb1994m-words#@enb1994m#5931.285#5931.639
350	год	год	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	353	obl	_	@enb1994m-words#@enb1994m#5931.639#5931.993
351	вместе	вместе	ADV	_	Degree=Pos	353	advmod	_	@enb1994m-words#@enb1994m#5931.993#5932.347
352	и	и	PART	_	_	353	advmod	_	@enb1994m-words#@enb1994m#5932.347#5932.701
353	были	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	348	xcomp	_	@enb1994m-words#@enb1994m#5932.701#5933.055
354	мои	мой	DET	_	Case=Nom|Number=Plur	355	det	_	@enb1994m-words#@enb1994m#5933.055#5933.409
355	родители	родитель	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur	348	obl	_	@enb1994m-words#@enb1994m#5933.409#5933.763
356	и	и	CCONJ	_	_	365	cc	_	@enb1994m-words#@enb1994m#5933.763#5934.117
